Time,L_S,A,B,C,D,E
49813.24999996838,450.66990355009773,9.999999801292132,9.546079188153078,814.021578197798,827.4643227715906,832.5351618270136
49813.29166663504,450.6865257158805,10.258818853174411,10.777802251617304,805.7439089365871,820.1508099729851,824.5805255746694
49813.33333330171,450.7031478816633,10.499999827879583,11.959804431563443,805.7466205179935,817.806212455748,821.5948046036935
49813.37499996837,450.71977004744605,10.707106640657367,13.022619513111279,812.3942518602186,820.5349267941111,823.682395488318
49813.416666635036,450.73639221322884,10.866025304419932,13.905776910193051,821.3546206560264,825.9982757980439,828.504621038512
49813.4583333017,450.7530143790116,10.965925774841539,14.56171773793126,829.6650638483152,832.0895581639202,833.9547799506496
49813.499999968364,450.76963654479437,10.99999999999998,14.958819536292774,838.019612111328,838.8384167742227,840.0625151072134
49813.54166663503,450.7862587105771,10.965925877746823,15.08332721816821,849.0476796941956,847.5880548312613,848.1710297105133
49813.58333330169,450.8028808763599,10.86602550318857,14.940062485584647,863.3776184106463,858.4403674740927,858.382218899606
49813.62499996836,450.8195030421426,10.70710692179983,14.551867267866276,877.5661852265969,868.8610856168866,868.1618135886612
49813.66666663502,450.8361252079254,10.500000172207374,13.95782301166231,886.2120219158392,875.204128078184,873.8637325962198
49813.708333301685,450.8527473737082,10.258819237165937,13.210371009931778,886.447557439493,875.8747251513422,873.8932062156393
49813.74999996835,450.86936953949095,10.00000019888762,12.371533715016056,880.571442619333,873.0013151500083,870.3786727605666
49813.791666635014,450.88599170527374,9.741181146999214,11.508498052924038,874.2567147168145,870.7692882922953,867.5055224491149
49813.83333330168,450.9026138710565,9.500000172276087,10.68886498146247,871.9342105498154,871.7895691032605,867.8846798063414
49813.87499996834,450.91923603683927,9.292893359469735,9.975891961215341,873.5566985413045,874.8573753491393,870.3113625984814
49813.91666663501,450.935858202622,9.133974695699047,9.424055140036106,875.5035688719413,876.2031655693813,871.0160293649848
49813.95833330167,450.9524803684048,9.034074225204984,9.075235847210653,874.3823575721419,873.0305981293592,867.2023384712239
49813.999999968335,450.9691025341876,9.00000000000002,8.955793014993397,869.8769642910568,865.9883235116752,859.5189403998012
49814.041666635,450.9883371261102,9.034074122206654,9.074722290044924,864.0634171454547,858.2894253155428,852.043483624258
49814.08333330166,451.0075717200182,9.133974496721555,9.423028053283392,858.3486788943367,852.6087574187475,846.5862578050863
49814.12499996833,451.02680631392616,9.292893078073066,9.974351398134948,851.5632773567739,848.6290345000581,842.8299769640207
49814.16666663499,451.0460409078341,9.499999827636959,10.686811017328063,841.3880782755298,843.7228437807169,838.1472283223031
49814.208333301656,451.06527550174206,9.741180762660438,11.505930780065679,827.6679029897996,836.0074523573583,830.6552789765683
49814.24999996832,451.08451009565005,9.999999800932631,12.368453235576563,814.0215782137666,826.6902935750743,821.5615622719081
49814.291666634985,451.103744689558,10.258818852827162,13.206777430324868,805.7439089436333,819.3928539184517,814.4875646929091
49814.33333330165,451.122979283466,10.499999827568246,13.953716433648054,805.7466205125728,817.1598342144538,812.477987066535
49814.37499996831,451.14221387737393,10.707106640403161,14.547247782799506,812.3942518484827,820.1006951250948,815.6422900547997
49814.41666663498,451.1614484712819,10.866025304211078,14.934930167398957,821.3546206440967,825.8675888182405,821.6326258255691
49814.45833330164,451.1806830651899,10.965925774748493,15.077682118434778,829.6650638374199,832.2640585017449,828.2525375866973
49814.499999968306,451.1999176590979,10.99999999999998,14.952661680578336,838.0196120995557,839.1804669974163,835.3923881599923
49814.54166663497,451.21915225300586,10.965925877839869,14.555047124233072,849.0476796764656,847.8778290001873,844.313192240387
49814.583333301634,451.2383868469138,10.86602550336832,13.898593508589704,863.3776183873399,858.506752574716,855.1655578925394
49814.6249999683,451.25762144082177,10.707106922054036,13.014923268490026,877.5661852097669,868.6809286878225,865.5631760832697
49814.66666663496,451.27685603472975,10.50000017251871,11.951595266672648,886.2120219096507,874.8987849610967,872.0044744341676
49814.70833330163,451.2960906286377,10.25881923756941,10.769080072866778,886.447557444461,875.6255937003575,872.9547252510521
49814.74999996829,451.3153252225457,10.000000199247118,9.536843892001123,880.5714426292859,872.9574175620621,870.5099911903804
49814.791666634956,451.33455981645363,9.741181147346463,8.328804516288441,874.2567147233087,870.994198558831,868.770214264773
49814.83333330162,451.3537944103616,9.500000172587422,7.2184657142557835,871.9342105498791,872.2462824352806,870.2457402188463
49814.874999968284,451.3730290042696,9.29289335972394,6.27405870374078,873.5566985378587,875.4206700577711,873.6435699189606
49814.91666663495,451.3922635981776,9.133974695878797,5.554019234257356,875.5035688708919,876.7102535726116,875.1565955114247
49814.95833330161,451.41149819208556,9.034074225298028,5.103106330869844,874.3823575763224,873.3728028748255,872.0425868912624
49814.99999996828,451.4307327859935,9.00000000000002,4.949425477850618,869.8769642995323,866.1924767801578,865.0857028742183
49815.04166663494,451.45204264702903,9.034074122113608,5.10255784594849,864.063417153413,858.523875547846,857.6544342932638
49815.083333301605,451.47335250964454,9.133974496541803,5.552922293849731,858.3486789043181,852.9089315711678,852.2768229785183
49815.12499996827,451.49466237226005,9.292893077818862,6.27241336478491,851.5632773679872,848.8439387993467,848.44916286863
