Day,Close
268,2120.790039
269,2107.389893
272,2111.72998
273,2109.600098
274,2114.070068
275,2095.840088
276,2092.830078
279,2079.280029
280,2080.149902
281,2105.199951
282,2108.860107
283,2094.110107
286,2084.429932
287,2096.290039
288,2100.439941
289,2121.23999
290,2109.98999
293,2122.850098
294,2124.199951
295,2108.580078
296,2102.310059
297,2101.48999
300,2057.639893
301,2063.110107
302,2077.419922
303,2076.780029
307,2068.76001
308,2081.340088
309,2046.680054
310,2051.310059
311,2076.6201170000004
314,2099.600098
315,2108.949951
316,2107.399902
317,2124.290039
318,2126.639893
321,2128.280029
322,2119.209961
323,2114.149902
324,2102.149902
325,2079.649902
328,2067.639893
329,2093.25
330,2108.570068
331,2108.6298829999996
332,2103.840088
335,2098.040039
336,2093.320068
337,2099.840088
338,2083.560059
339,2077.570068
342,2104.179932
343,2084.070068
344,2086.050049
345,2083.389893
346,2091.540039
349,2102.439941
350,2096.919922
351,2079.610107
352,2035.72998
353,1970.890015
356,1893.209961
357,1867.609985
358,1940.5100100000002
359,1987.660034
360,1988.869995
363,1972.180054
364,1913.8499760000002
365,1948.859985
366,1951.130005
367,1921.219971
371,1969.410034
372,1942.040039
373,1952.290039
374,1961.050049
377,1953.030029
378,1978.089966
379,1995.310059
380,1990.199951
381,1958.030029
384,1966.969971
385,1942.7399899999998
386,1938.7600100000002
387,1932.2399899999998
388,1931.339966
391,1881.77002
392,1884.089966
393,1920.030029
394,1923.819946
395,1951.359985
398,1987.050049
399,1979.9200440000002
400,1995.8299559999998
401,2013.430054
402,2014.890015
405,2017.459961
406,2003.689941
407,1994.2399899999998
408,2023.859985
409,2033.109985
412,2033.660034
413,2030.77002
414,2018.939941
415,2052.51001
416,2075.149902
419,2071.179932
420,2065.889893
421,2090.350098
422,2089.409912
423,2079.360107
426,2104.050049
427,2109.790039
428,2102.310059
429,2099.929932
430,2099.199951
433,2078.580078
434,2081.719971
435,2075.0
436,2045.969971
437,2023.040039
440,2053.189941
441,2050.439941
442,2083.580078
443,2081.23999
444,2089.169922
447,2086.590088
448,2089.139893
449,2088.8701170000004
451,2090.110107
454,2080.409912
455,2102.6298829999996
456,2079.51001
457,2049.6201170000004
458,2091.689941
461,2077.070068
462,2063.590088
463,2047.619995
464,2052.22998
465,2012.369995
468,2021.939941
469,2043.410034
470,2073.070068
471,2041.890015
472,2005.550049
475,2021.1500239999998
476,2038.969971
477,2064.290039
478,2060.98999
482,2056.5
483,2078.360107
484,2063.360107
485,2043.939941
489,2012.660034
490,2016.709961
491,1990.2600100000002
492,1943.089966
493,1922.030029
496,1923.6700440000002
497,1938.680054
498,1890.280029
499,1921.839966
500,1880.3299559999998
504,1881.3299559999998
505,1859.3299559999998
506,1868.9899899999998
507,1906.9000239999998
510,1877.0799559999998
511,1903.630005
512,1882.949951
513,1893.359985
514,1940.2399899999998
517,1939.380005
518,1903.030029
519,1912.530029
520,1915.449951
521,1880.050049
524,1853.439941
525,1852.209961
526,1851.859985
527,1829.0799559999998
528,1864.780029
532,1895.5799559999998
533,1926.819946
534,1917.8299559999998
535,1917.780029
538,1945.5
539,1921.27002
540,1929.800049
541,1951.699951
542,1948.050049
545,1932.22998
546,1978.3499760000002
547,1986.449951
548,1993.4000239999998
549,1999.9899899999998
552,2001.7600100000002
553,1979.2600100000002
554,1989.2600100000002
555,1989.569946
556,2022.189941
559,2019.640015
560,2015.930054
561,2027.219971
562,2040.589966
563,2049.580078
566,2051.600098
567,2049.800049
568,2036.709961
569,2035.939941
573,2037.050049
574,2055.01001
575,2063.949951
576,2059.73999
577,2072.780029
580,2066.1298829999996
581,2045.1700440000002
582,2066.659912
583,2041.910034
584,2047.5999760000002
587,2041.9899899999998
588,2061.719971
589,2082.419922
590,2082.780029
591,2080.72998
594,2094.340088
595,2100.800049
596,2102.399902
597,2091.47998
598,2091.580078
601,2087.790039
602,2091.699951
603,2095.149902
604,2075.810059
605,2065.300049
608,2081.429932
609,2063.3701170000004
610,2051.1201170000004
611,2050.6298829999996
612,2057.139893
615,2058.689941
616,2084.389893
617,2064.459961
618,2064.110107
619,2046.609985
622,2066.659912
623,2047.209961
624,2047.630005
625,2040.040039
626,2052.320068
629,2048.040039
630,2076.060059
631,2090.540039
632,2090.100098
633,2099.060059
637,2096.949951
638,2099.330078
639,2105.26001
640,2099.1298829999996
643,2109.409912
644,2112.1298829999996
645,2119.1201170000004
646,2115.47998
647,2096.070068
650,2079.060059
651,2075.320068
652,2071.5
653,2077.98999
654,2071.219971
657,2083.25
658,2088.899902
659,2085.449951
660,2113.320068
661,2037.410034
664,2000.540039
665,2036.089966
666,2070.77002
667,2098.860107
668,2102.949951
672,2088.550049
673,2099.72998
674,2097.899902
675,2129.899902
678,2137.159912
679,2152.139893
680,2152.429932
681,2163.75
682,2161.73999
685,2166.889893
686,2163.780029
687,2173.02002
688,2165.169922
689,2175.030029
692,2168.47998
693,2169.179932
694,2166.580078
695,2170.060059
696,2173.600098
699,2170.840088
700,2157.030029
701,2163.790039
702,2164.25
703,2182.8701170000004
706,2180.889893
707,2181.73999
708,2175.48999
709,2185.790039
710,2184.050049
713,2190.149902
714,2178.149902
715,2182.219971
716,2187.02002
717,2183.8701170000004
720,2182.639893
721,2186.899902
722,2175.439941
723,2172.469971
724,2169.040039
727,2180.3798829999996
728,2176.1201170000004
729,2170.949951
730,2170.860107
731,2179.97998
735,2186.47998
736,2186.159912
737,2181.300049
738,2127.810059
741,2159.040039
742,2127.02002
743,2125.77002
744,2147.26001
745,2139.159912
748,2139.1201170000004
749,2139.76001
750,2163.1201170000004
751,2177.179932
752,2164.689941
755,2146.100098
756,2159.929932
757,2171.3701170000004
758,2151.1298829999996
759,2168.27002
762,2161.199951
763,2150.48999
764,2159.72998
765,2160.77002
766,2153.73999
769,2163.659912
770,2136.72998
771,2139.179932
772,2132.550049
773,2132.97998
776,2126.5
777,2139.600098
778,2144.290039
779,2141.340088
780,2141.159912
783,2151.330078
784,2143.159912
785,2139.429932
786,2133.040039
787,2126.409912
790,2126.149902
791,2111.719971
792,2097.939941
793,2088.659912
794,2085.179932
797,2131.52002
798,2139.560059
799,2163.26001
800,2167.47998
801,2164.449951
804,2164.199951
805,2180.389893
806,2176.939941
807,2187.1201170000004
808,2181.899902
811,2198.179932
812,2202.939941
813,2204.719971
815,2213.350098
818,2201.719971
819,2204.659912
820,2198.810059
821,2191.080078
822,2191.949951
825,2204.709961
826,2212.22998
827,2241.350098
828,2246.189941
829,2259.530029
832,2256.959961
833,2271.719971
834,2253.280029
835,2262.030029
836,2258.070068
839,2262.530029
840,2270.76001
841,2265.179932
842,2260.959961
843,2263.790039
847,2268.8798829999996
848,2249.919922
849,2249.26001
850,2238.830078
854,2257.830078
855,2270.75
856,2269.0
857,2276.97998
860,2268.899902
861,2268.899902
862,2275.320068
863,2270.439941
864,2274.639893
868,2267.889893
869,2271.889893
870,2263.689941
871,2271.310059
874,2265.199951
875,2280.070068
876,2298.3701170000004
877,2296.679932
878,2294.689941
881,2280.899902
882,2278.8701170000004
883,2279.550049
884,2280.850098
885,2297.419922
888,2292.560059
889,2293.080078
890,2294.669922
891,2307.8701170000004
892,2316.100098
895,2328.25
896,2337.580078
897,2349.25
898,2347.219971
899,2351.159912
903,2365.3798829999996
904,2362.820068
905,2363.810059
906,2367.340088
909,2369.75
910,2363.639893
911,2395.959961
912,2381.919922
913,2383.1201170000004
916,2375.310059
917,2368.389893
918,2362.97998
919,2364.8701170000004
920,2372.600098
923,2373.469971
924,2365.449951
925,2385.26001
926,2381.3798829999996
927,2378.25
930,2373.469971
931,2344.02002
932,2348.449951
933,2345.959961
934,2343.97998
937,2341.590088
938,2358.570068
939,2361.1298829999996
940,2368.060059
941,2362.719971
944,2358.840088
945,2360.159912
946,2352.949951
947,2357.48999
948,2355.540039
951,2357.159912
952,2353.780029
953,2344.929932
954,2328.949951
958,2349.01001
959,2342.189941
960,2338.169922
961,2355.840088
962,2348.689941
965,2374.149902
966,2388.610107
967,2387.449951
968,2388.77002
969,2384.199951
972,2388.330078
973,2391.169922
974,2388.1298829999996
975,2389.52002
976,2399.290039
979,2399.3798829999996
980,2396.919922
981,2399.6298829999996
982,2394.439941
983,2390.899902
986,2402.320068
987,2400.669922
988,2357.030029
989,2365.719971
990,2381.72998
993,2394.02002
994,2398.419922
995,2404.389893
996,2415.070068
997,2415.820068
1001,2412.909912
1002,2411.800049
1003,2430.060059
1004,2439.070068
1007,2436.100098
1008,2429.330078
1009,2433.139893
1010,2433.790039
1011,2431.77002
1014,2429.389893
1015,2440.350098
1016,2437.919922
1017,2432.459961
1018,2433.149902
1021,2453.459961
1022,2437.030029
1023,2435.610107
1024,2434.5
1025,2438.300049
1028,2439.070068
1029,2419.3798829999996
1030,2440.689941
1031,2419.699951
1032,2423.409912
1035,2429.01001
1037,2432.540039
1038,2409.75
1039,2425.179932
1042,2427.429932
1043,2425.530029
1044,2443.25
1045,2447.830078
1046,2459.27002
1049,2459.139893
1050,2460.610107
1051,2473.830078
1052,2473.449951
1053,2472.540039
1056,2469.909912
1057,2477.1298829999996
1058,2477.830078
1059,2475.419922
1060,2472.100098
1063,2470.300049
1064,2476.350098
1065,2477.570068
1066,2472.159912
1067,2476.830078
1070,2480.909912
1071,2474.919922
1072,2474.02002
1073,2438.209961
1074,2441.320068
1077,2465.840088
1078,2464.610107
1079,2468.110107
1080,2430.01001
1081,2425.550049
1084,2428.3701170000004
1085,2452.51001
1086,2444.040039
1087,2438.969971
1088,2443.050049
1091,2444.23999
1092,2446.300049
1093,2457.590088
1094,2471.649902
1095,2476.550049
1099,2457.850098
1100,2465.540039
1101,2465.100098
1102,2461.429932
1105,2488.110107
1106,2496.47998
1107,2498.3701170000004
1108,2495.6201170000004
1109,2500.22998
1112,2503.8701170000004
1113,2506.649902
1114,2508.23999
1115,2500.600098
1116,2502.219971
1119,2496.659912
1120,2496.840088
1121,2507.040039
1122,2510.060059
1123,2519.360107
1126,2529.1201170000004
1127,2534.580078
1128,2537.73999
1129,2552.070068
1130,2549.330078
1133,2544.72998
1134,2550.639893
1135,2555.23999
1136,2550.929932
1137,2553.169922
1140,2557.639893
1141,2559.360107
1142,2561.26001
1143,2562.100098
1144,2575.209961
1147,2564.97998
1148,2569.1298829999996
1149,2557.149902
1150,2560.399902
1151,2581.070068
1154,2572.830078
1155,2575.26001
1156,2579.360107
1157,2579.850098
1158,2587.840088
1161,2591.1298829999996
1162,2590.639893
1163,2594.3798829999996
1164,2584.6201170000004
1165,2582.300049
1168,2584.840088
1169,2578.8701170000004
1170,2564.6201170000004
1171,2585.639893
1172,2578.850098
1175,2582.139893
1176,2599.030029
1177,2597.080078
1179,2602.419922
1182,2601.419922
1183,2627.040039
1184,2626.070068
1185,2647.580078
1186,2642.219971
1189,2639.439941
1190,2629.570068
1191,2629.27002
1192,2636.97998
1193,2651.5
1196,2659.98999
1197,2664.110107
1198,2662.850098
1199,2652.01001
1200,2675.810059
1203,2690.159912
1204,2681.469971
1205,2679.25
1206,2684.570068
1207,2683.340088
1211,2680.5
1212,2682.6201170000004
1213,2687.540039
1214,2673.610107
1218,2695.810059
1219,2713.060059
1220,2723.98999
1221,2743.149902
1224,2747.709961
1225,2751.290039
1226,2748.22998
1227,2767.560059
1228,2786.23999
1232,2776.419922
1233,2802.560059
1234,2798.030029
1235,2810.300049
1238,2832.969971
1239,2839.1298829999996
1240,2837.540039
1241,2839.25
1242,2872.8701170000004
1245,2853.530029
1246,2822.429932
1247,2823.810059
1248,2821.97998
1249,2762.1298829999996
1252,2648.939941
1253,2695.139893
1254,2681.659912
1255,2581.0
1256,2619.550049
1259,2656.0
1260,2662.939941
1261,2698.6298829999996
1262,2731.199951
1263,2732.219971
1267,2716.26001
1268,2701.330078
1269,2703.959961
1270,2747.300049
1273,2779.600098
1274,2744.280029
1275,2713.830078
1276,2677.669922
1277,2691.25
1280,2720.939941
1281,2728.1201170000004
1282,2726.800049
1283,2738.969971
1284,2786.570068
1287,2783.02002
1288,2765.310059
1289,2749.47998
1290,2747.330078
1291,2752.01001
1294,2712.919922
1295,2716.939941
1296,2711.929932
1297,2643.689941
1298,2588.26001
1301,2658.550049
1302,2612.6201170000004
1303,2605.0
1304,2640.8701170000004
1308,2581.8798829999996
1309,2614.449951
1310,2644.689941
1311,2662.840088
1312,2604.469971
1315,2613.159912
1316,2656.8701170000004
1317,2642.189941
1318,2663.98999
1319,2656.300049
1322,2677.840088
1323,2706.389893
1324,2708.639893
1325,2693.1298829999996
1326,2670.139893
1329,2670.290039
1330,2634.560059
1331,2639.399902
1332,2666.939941
1333,2669.909912
1336,2648.050049
1337,2654.800049
1338,2635.669922
1339,2629.72998
1340,2663.419922
1343,2672.6298829999996
1344,2671.919922
1345,2697.790039
1346,2723.070068
1347,2727.719971
1350,2730.1298829999996
1351,2711.449951
1352,2722.459961
1353,2720.1298829999996
1354,2712.969971
1357,2733.01001
1358,2724.439941
1359,2733.290039
1360,2727.76001
1361,2721.330078
1365,2689.860107
1366,2724.01001
1367,2705.27002
1368,2734.6201170000004
1371,2746.8701170000004
1372,2748.800049
1373,2772.350098
1374,2770.3701170000004
1375,2779.030029
1378,2782.0
1379,2786.850098
1380,2775.6298829999996
1381,2782.48999
1382,2779.659912
1385,2773.75
1386,2762.590088
1387,2767.320068
1388,2749.76001
1389,2754.8798829999996
1392,2717.070068
1393,2723.060059
1394,2699.6298829999996
1395,2716.310059
1396,2718.3701170000004
1399,2726.709961
1400,2713.219971
1402,2736.610107
1403,2759.820068
1406,2784.169922
1407,2793.840088
1408,2774.02002
1409,2798.290039
1410,2801.310059
1413,2798.429932
1414,2809.550049
1415,2815.6201170000004
1416,2804.48999
1417,2801.830078
1420,2806.97998
1421,2820.399902
1422,2846.070068
1423,2837.439941
1424,2818.820068
1427,2802.600098
1428,2816.290039
1429,2813.360107
1430,2827.219971
1431,2840.350098
1434,2850.399902
1435,2858.449951
1436,2857.699951
1437,2853.580078
1438,2833.280029
1441,2821.929932
1442,2839.959961
1443,2818.3701170000004
1444,2840.689941
1445,2850.1298829999996
1448,2857.050049
1449,2862.959961
1450,2861.820068
1451,2856.97998
1452,2874.689941
1455,2896.73999
1456,2897.52002
1457,2914.040039
1458,2901.1298829999996
1459,2901.52002
1463,2896.719971
1464,2888.600098
1465,2878.050049
1466,2871.679932
1469,2877.1298829999996
1470,2887.889893
1471,2888.919922
1472,2904.179932
1473,2904.97998
1476,2888.800049
1477,2904.310059
1478,2907.949951
1479,2930.75
1480,2929.669922
1483,2919.3701170000004
1484,2915.560059
1485,2905.969971
1486,2914.0
1487,2913.97998
1490,2924.590088
1491,2923.429932
1492,2925.51001
1493,2901.610107
1494,2885.570068
1497,2884.429932
1498,2880.340088
1499,2785.679932
1500,2728.3701170000004
1501,2767.1298829999996
1504,2750.790039
1505,2809.919922
1506,2809.209961
1507,2768.780029
1508,2767.780029
1511,2755.8798829999996
1512,2740.689941
1513,2656.100098
1514,2705.570068
1515,2658.689941
1518,2641.25
1519,2682.6298829999996
1520,2711.73999
1521,2740.3701170000004
1522,2723.060059
1525,2738.310059
1526,2755.449951
1527,2813.889893
1528,2806.830078
1529,2781.01001
1532,2726.219971
1533,2722.179932
1534,2701.580078
1535,2730.199951
1536,2736.27002
1539,2690.72998
1540,2641.889893
1541,2649.929932
1543,2632.560059
1546,2673.449951
1547,2682.169922
1548,2743.790039
1549,2737.800049
1550,2760.169922
1553,2790.3701170000004
1554,2700.060059
1556,2695.949951
1557,2633.080078
1560,2637.719971
1561,2636.780029
1562,2651.070068
1563,2650.540039
1564,2599.949951
1567,2545.939941
1568,2546.159912
1569,2506.959961
1570,2467.419922
1571,2416.6201170000004
1574,2351.100098
1576,2467.699951
1577,2488.830078
1578,2485.73999
1581,2506.850098
1583,2510.030029
1584,2447.889893
1585,2531.939941
1588,2549.689941
1589,2574.409912
1590,2584.959961
1591,2596.639893
1592,2596.26001
1595,2582.610107
1596,2610.300049
1597,2616.100098
1598,2635.959961
1599,2670.709961
1603,2632.899902
1604,2638.699951
1605,2642.330078
1606,2664.76001
1609,2643.850098
1610,2640.0
1611,2681.050049
1612,2704.100098
1613,2706.530029
1616,2724.8701170000004
1617,2737.699951
1618,2731.610107
1619,2706.050049
1620,2707.8798829999996
1623,2709.800049
1624,2744.72998
1625,2753.030029
1626,2745.72998
1627,2775.600098
1631,2779.76001
1632,2784.699951
1633,2774.8798829999996
1634,2792.669922
1637,2796.110107
1638,2793.899902
1639,2792.3798829999996
1640,2784.48999
1641,2803.689941
1644,2792.810059
1645,2789.649902
1646,2771.449951
1647,2748.929932
1648,2743.070068
1651,2783.300049
1652,2791.52002
1653,2810.919922
1654,2808.47998
1655,2822.47998
1658,2832.939941
1659,2832.570068
1660,2824.22998
1661,2854.8798829999996
1662,2800.709961
1665,2798.360107
1666,2818.459961
1667,2805.3701170000004
1668,2815.439941
1669,2834.399902
1672,2867.189941
1673,2867.23999
1674,2873.399902
1675,2879.389893
1676,2892.73999
1679,2895.77002
1680,2878.199951
1681,2888.209961
1682,2888.320068
1683,2907.409912
1686,2905.580078
1687,2907.060059
1688,2900.449951
1689,2905.030029
1693,2907.969971
1694,2933.679932
1695,2927.25
1696,2926.169922
1697,2939.8798829999996
1700,2943.030029
1701,2945.830078
1702,2923.72998
1703,2917.52002
1704,2945.639893
1707,2932.469971
1708,2884.050049
1709,2879.419922
1710,2870.719971
1711,2881.399902
1714,2811.8701170000004
1715,2834.409912
1716,2850.959961
1717,2876.320068
1718,2859.530029
1721,2840.22998
1722,2864.360107
1723,2856.27002
1724,2822.23999
1725,2826.060059
1729,2802.389893
1730,2783.02002
1731,2788.860107
1732,2752.060059
1735,2744.449951
1736,2803.27002
1737,2826.149902
1738,2843.48999
1739,2873.340088
1742,2886.72998
1743,2885.719971
1744,2879.840088
1745,2891.639893
1746,2886.97998
1749,2889.669922
1750,2917.75
1751,2926.459961
1752,2954.179932
1753,2950.459961
1756,2945.350098
1757,2917.3798829999996
1758,2913.780029
1759,2924.919922
1760,2941.76001
1763,2964.330078
1764,2973.01001
1765,2995.820068
1767,2990.409912
1770,2975.949951
1771,2979.6298829999996
1772,2993.070068
1773,2999.909912
1774,3013.77002
1777,3014.300049
1778,3004.040039
1779,2984.419922
1780,2995.110107
1781,2976.610107
1784,2985.030029
1785,3005.469971
1786,3019.560059
1787,3003.669922
1788,3025.860107
1791,3020.969971
1792,3013.179932
1793,2980.3798829999996
1794,2953.560059
1795,2932.050049
1798,2844.73999
1799,2881.77002
1800,2883.97998
1801,2938.090088
1802,2918.649902
1805,2882.699951
1806,2926.320068
1807,2840.600098
1808,2847.600098
1809,2888.679932
1812,2923.649902
1813,2900.51001
1814,2924.429932
1815,2922.949951
1816,2847.110107
1819,2878.3798829999996
1820,2869.159912
1821,2887.939941
1822,2924.580078
1823,2926.459961
